"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"New commodity successfully added","1","2052","0","新增商品成功","Add Commodity",
"New commodity successfully added","1","1028","0","新增商品成功","Add Commodity",
"New commodity successfully added","1","1033","0","","Add Commodity",
"Commodity Template","1","2052","0","商品模板","Add Commodity",
"Commodity Template","1","1028","0","商品模板","Add Commodity",
"Commodity Template","1","1033","0","","Add Commodity",
"New commodity successfully edit","1","2052","0","编辑商品成功","Add Commodity",
"New commodity successfully edit","1","1028","0","編輯商品成功","Add Commodity",
"New commodity successfully edit","1","1033","0","","Add Commodity",
"Manufacturer Phone","1","2052","0","商家电话","Add Commodity",
"Manufacturer Phone","1","1028","0","商家電話","Add Commodity",
"Manufacturer Phone","1","1033","0","","Add Commodity",
"Please select secondary CommodityType","1","2052","0","请选择对应的二级品类","Add Commodity",
"Please select secondary CommodityType","1","1028","0","請選擇對應的二級品類","Add Commodity",
"Please select secondary CommodityType","1","1033","0","","Add Commodity",
"Commodity Barcode","1","2052","0","条码","Add Commodity",
"Commodity Barcode","1","1028","0","條碼","Add Commodity",
"Commodity Barcode","1","1033","0","","Add Commodity",
"Please enter the correct phone number","1","2052","0","请正确输入电话号码","Add Commodity",
"Please enter the correct phone number","1","1028","0","請正確輸入電話號碼","Add Commodity",
"Please enter the correct phone number","1","1033","0","","Add Commodity",
"Detail Image","1","2052","0","详情图","Add Commodity",
"Detail Image","1","1028","0","詳情圖","Add Commodity",
"Detail Image","1","1033","0","","Add Commodity",
"Please select CommodityType","1","2052","0","请选择商品品类","Add Commodity",
"Please select CommodityType","1","1028","0","請選擇商品品類","Add Commodity",
"Please select CommodityType","1","1033","0","","Add Commodity",
"Commodity Parameter","1","2052","0","性能参数","Add Commodity",
"Commodity Parameter","1","1028","0","性能參數","Add Commodity",
"Commodity Parameter","1","1033","0","","Add Commodity",
"Only FIVE Commodity Image can be added","1","2052","0","最多只能添加5张商品图片","Add Commodity",
"Only FIVE Commodity Image can be added","1","1028","0","最多只能添加5張商品圖片","Add Commodity",
"Only FIVE Commodity Image can be added","1","1033","0","","Add Commodity",
"The performance parameter name and value cannot be empty","1","2052","0","性能参数名称和值不能为空","Add Commodity",
"The performance parameter name and value cannot be empty","1","1028","0","性能參數名稱和值不能為空","Add Commodity",
"The performance parameter name and value cannot be empty","1","1033","0","","Add Commodity",
"The performance parameter name cannot be repeated","1","2052","0","性能参数名称不能重复","Add Commodity",
"The performance parameter name cannot be repeated","1","1028","0","性能參數名稱不能重復","Add Commodity",
"The performance parameter name cannot be repeated","1","1033","0","","Add Commodity",
"Add Parameter","1","2052","0","添加性能参数","Add Commodity",
"Add Parameter","1","1028","0","添加性能參數","Add Commodity",
"Add Parameter","1","1033","0","","Add Commodity",
"Banner","1","2052","0","轮播图","Add Commodity",
"Banner","1","1028","0","輪播圖","Add Commodity",
"Banner","1","1033","0","","Add Commodity",
"The performance parameter is the supplementary information of the commodity, which can be sorted by drag and drop","1","2052","0","性能参数为商品的补充信息，通过拖放可进行排序","Add Commodity",
"The performance parameter is the supplementary information of the commodity, which can be sorted by drag and drop","1","1028","0","性能參數為商品的補充信息，通過拖放可進行排序","Add Commodity",
"The performance parameter is the supplementary information of the commodity, which can be sorted by drag and drop","1","1033","0","","Add Commodity",
"Add at least two Commodity Banner Image","1","2052","0","至少添加两张轮播图","Add Commodity",
"Add at least two Commodity Banner Image","1","1028","0","至少添加兩張輪播圖","Add Commodity",
"Add at least two Commodity Banner Image","1","1033","0","","Add Commodity",
"Add at least one Image","1","2052","0","至少添加一张图片","Add Commodity",
"Add at least one Image","1","1028","0","至少添加一張圖片","Add Commodity",
"Add at least one Image","1","1033","0","","Add Commodity",
"Add at least one Commodity Image","1","2052","0","至少添加一张商品图","Add Commodity",
"Add at least one Commodity Image","1","1028","0","至少添加一張商品圖","Add Commodity",
"Add at least one Commodity Image","1","1033","0","","Add Commodity",
"This field is required.","1","2052","0","该输入项为必输项","Add Commodity",
"This field is required.","1","1028","0","該輸入項為必輸項","Add Commodity",
"This field is required.","1","1033","0","","Add Commodity",
"Add at least one Commodity Detail Image","1","2052","0","至少添加一张详情图","Add Commodity",
"Add at least one Commodity Detail Image","1","1028","0","至少添加一張詳情圖","Add Commodity",
"Add at least one Commodity Detail Image","1","1033","0","","Add Commodity",
"Choose Commodity Type","1","2052","0","选择品类","Add Commodity",
"Choose Commodity Type","1","1028","0","選擇品類","Add Commodity",
"Choose Commodity Type","1","1033","0","","Add Commodity",
"The basic information","1","2052","0","基本信息","Add Commodity",
"The basic information","1","1028","0","基本信息","Add Commodity",
"The basic information","1","1033","0","","Add Commodity",
"Only 15 Commodity Detail Image can be added","1","2052","0","最多只能添加15张详情图片","Add Commodity",
"Only 15 Commodity Detail Image can be added","1","1028","0","最多只能添加15張詳情圖片","Add Commodity",
"Only 15 Commodity Detail Image can be added","1","1033","0","","Add Commodity",
"Click to add","1","2052","0","点击添加图片","Add Commodity",
"Click to add","1","1028","0","點擊添加圖片","Add Commodity",
"Click to add","1","1033","0","","Add Commodity",
"The Commodity SKU is repeated, please change it","1","2052","0","商品编码重复，请更换","Add Commodity",
"The Commodity SKU is repeated, please change it","1","1028","0","商品編碼重復，請更換","Add Commodity",
"The Commodity SKU is repeated, please change it","1","1033","0","","Add Commodity",
"Only 10 Commodity Banner Image can be added","1","2052","0","最多只能添加10张轮播图片","Add Commodity",
"Only 10 Commodity Banner Image can be added","1","1028","0","最多只能添加10張輪播圖片","Add Commodity",
"Only 10 Commodity Banner Image can be added","1","1033","0","","Add Commodity",
"Introduction","1","2052","0","商品描述","Add Commodity",
"Introduction","1","1028","0","商品描述","Add Commodity",
"Introduction","1","1033","0","","Add Commodity",
"SalesVolume(piece)","1","2052","0","销售量（件）","ATM",
"SalesVolume(piece)","1","1028","0","銷售量（件）","ATM",
"SalesVolume(piece)","1","1033","0","","ATM",
"MalfunctionQuantity","1","2052","0","故障数量","ATM",
"MalfunctionQuantity","1","1028","0","故障數量","ATM",
"MalfunctionQuantity","1","1033","0","","ATM",
"ReservationNumber","1","2052","0","预定数量","ATM",
"ReservationNumber","1","1028","0","預定數量","ATM",
"ReservationNumber","1","1033","0","","ATM",
"Represents the goods repository that the current customer can access from the host account","1","2052","0","则当表示当前客户可从host账户的商品库","ATM",
"Represents the goods repository that the current customer can access from the host account","1","1028","0","則當表示當前客戶可從host賬戶的商品庫","ATM",
"Represents the goods repository that the current customer can access from the host account","1","1033","0","","ATM",
"ReserveSalesVolume","1","2052","0","预定销售量","ATM",
"ReserveSalesVolume","1","1028","0","預定銷售量","ATM",
"ReserveSalesVolume","1","1033","0","","ATM",
"NewPassword","1","2052","0","新密码","ATM",
"NewPassword","1","1028","0","新密碼","ATM",
"NewPassword","1","1033","0","","ATM",
"Multiple Options","1","2052","0","可多选","ATM",
"Multiple Options","1","1028","0","可多選","ATM",
"Multiple Options","1","1033","0","","ATM",
"You have not loged in!","1","2052","0","你还没有登录!","ATM",
"You have not loged in!","1","1028","0","你還沒有登錄!","ATM",
"You have not loged in!","1","1033","0","","ATM",
"SalesVolume","1","2052","0","销售量","ATM",
"SalesVolume","1","1028","0","銷售量","ATM",
"SalesVolume","1","1033","0","","ATM",
"Mobile","1","2052","0","手机","ATM",
"Mobile","1","1028","0","手機","ATM",
"Mobile","1","1033","0","","ATM",
"week","1","2052","0","周","ATM",
"week","1","1028","0","周","ATM",
"week","1","1033","0","","ATM",
"WeChatCollection","1","2052","0","微信收款","ATM",
"WeChatCollection","1","1028","0","微信收款","ATM",
"WeChatCollection","1","1033","0","","ATM",
"WebsiteATM","1","2052","0","网站","ATM",
"WebsiteATM","1","1028","0","網站","ATM",
"WebsiteATM","1","1033","0","Website","ATM",
"WholeCustomer","1","2052","0","全部客户","ATM",
"WholeCustomer","1","1028","0","全部客戶","ATM",
"WholeCustomer","1","1033","0","","ATM",
"MaintainQuantity","1","2052","0","维修数量","ATM",
"MaintainQuantity","1","1028","0","維修數量","ATM",
"MaintainQuantity","1","1033","0","","ATM",
"ReserveSales","1","2052","0","预定提货额","ATM",
"ReserveSales","1","1028","0","預定提貨額","ATM",
"ReserveSales","1","1033","0","","ATM",
"CustomerPurchaseSts","1","2052","0","客户购买统计","ATM",
"CustomerPurchaseSts","1","1028","0","客戶購買統計","ATM",
"CustomerPurchaseSts","1","1033","0","","ATM",
"ClientATM","1","2052","0","客户","ATM",
"ClientATM","1","1028","0","客戶","ATM",
"ClientATM","1","1033","0","Client","ATM",
"Solstice","1","2052","0","至","ATM",
"Solstice","1","1028","0","至","ATM",
"Solstice","1","1033","0","","ATM",
"CustomerStatistics","1","2052","0","客户数量统计","ATM",
"CustomerStatistics","1","1028","0","客戶數量統計","ATM",
"CustomerStatistics","1","1033","0","","ATM",
"CustomersRanking","1","2052","0","客户排行","ATM",
"CustomersRanking","1","1028","0","客戶排行","ATM",
"CustomersRanking","1","1033","0","","ATM",
"OrdersTotal","1","2052","0","订单总数","ATM",
"OrdersTotal","1","1028","0","訂單總數","ATM",
"OrdersTotal","1","1033","0","","ATM",
"EditCustomerInfo","1","2052","0","编辑客户信息","ATM",
"EditCustomerInfo","1","1028","0","編輯客戶信息","ATM",
"EditCustomerInfo","1","1033","0","","ATM",
"OverViewATM","1","2052","0","概览","ATM",
"OverViewATM","1","1028","0","概覽","ATM",
"OverViewATM","1","1033","0","OverView","ATM",
"Survey","1","2052","0","概况","ATM",
"Survey","1","1028","0","概況","ATM",
"Survey","1","1033","0","","ATM",
"CustomerManage","1","2052","0","客户管理","ATM",
"CustomerManage","1","1028","0","客戶管理","ATM",
"CustomerManage","1","1033","0","","ATM",
"System software protocol","1","2052","0","系统软件协议","ATM",
"System software protocol","1","1028","0","系統軟件協議","ATM",
"System software protocol","1","1033","0","","ATM",
"Email","1","2052","0","电子邮件","ATM",
"Email","1","1028","0","電子郵件","ATM",
"Email","1","1033","0","","ATM",
"SignType","1","2052","0","验证方式","ATM",
"SignType","1","1028","0","驗證方式","ATM",
"SignType","1","1033","0","","ATM",
"OnlineQuantity","1","2052","0","在线数量","ATM",
"OnlineQuantity","1","1028","0","在線數量","ATM",
"OnlineQuantity","1","1033","0","","ATM",
"Please enter the customer ID or customer name","1","2052","0","客户Id,客户名称","ATM",
"Please enter the customer ID or customer name","1","1028","0","客戶Id,客戶名稱","ATM",
"Please enter the customer ID or customer name","1","1033","0","","ATM",
"OfflineQuantity","1","2052","0","离线数量","ATM",
"OfflineQuantity","1","1028","0","離線數量","ATM",
"OfflineQuantity","1","1033","0","","ATM",
"OffTime","1","2052","0","离线","ATM",
"OffTime","1","1028","0","離線","ATM",
"OffTime","1","1033","0","","ATM",
"InheritCreate","1","2052","0","继承创建","ATM",
"InheritCreate","1","1028","0","繼承創建","ATM",
"InheritCreate","1","1033","0","","ATM",
"SouthChina","1","2052","0","华南地区","ATM",
"SouthChina","1","1028","0","華南地區","ATM",
"SouthChina","1","1033","0","","ATM",
"EmptyDetails","1","2052","0","空槽详情","ATM",
"EmptyDetails","1","1028","0","空槽詳情","ATM",
"EmptyDetails","1","1033","0","","ATM",
"OpularGoods","1","2052","0","人气商品","ATM",
"OpularGoods","1","1028","0","人氣商品","ATM",
"OpularGoods","1","1033","0","","ATM",
"Inherit","1","2052","0","继承","ATM",
